,open,close,high,low,total_turnover,volume,limit_up,limit_down
2005-01-07,2.0772,1.9895,2.0772,1.9573,4235769.0,1759004.0,2.127,1.7408
2005-01-10,2.0012,2.0099,2.0129,1.9807,929933.0,393565.0,2.1884,1.7905
2005-01-11,2.0275,1.9953,2.0275,1.9836,784665.0,331227.0,2.2118,1.8081
2005-01-12,1.9953,1.9836,1.9982,1.9602,1160880.0,496192.0,2.1943,1.7964
2005-01-13,1.9865,1.9807,2.0041,1.969,1219428.0,517364.0,2.1825,1.7847
2005-01-14,2.0714,2.0041,2.0714,1.9836,3422067.0,1430406.0,2.1796,1.7817
2005-01-17,2.007,1.928,2.007,1.9075,1876635.0,812711.0,2.206,1.8051
2005-01-18,1.9163,1.9514,1.9602,1.9105,1210694.0,528669.0,2.1211,1.7349
2005-01-19,1.9456,1.9309,1.9456,1.928,1099816.0,479174.0,2.1474,1.7554
2005-01-20,1.9017,1.8958,1.928,1.8871,1360559.0,602326.0,2.124,1.7378
2005-01-21,1.8958,1.9485,1.9543,1.8549,2299164.0,1012838.0,2.086,1.7057
2005-01-24,1.966,1.9924,2.0012,1.966,2718575.0,1153782.0,2.1445,1.7525
2005-01-25,1.9105,1.9807,1.9807,1.9105,1802971.0,781971.0,2.1913,1.7934
2005-01-26,1.9602,1.9631,1.9748,1.9514,1088831.0,467834.0,2.1796,1.7817
2005-01-27,1.9602,1.9807,2.0275,1.9602,2490756.0,1053984.0,2.1591,1.7671
2005-01-28,1.9748,1.9397,1.9778,1.9222,1274471.0,551998.0,2.1796,1.7817
2005-01-31,1.9222,1.8754,1.928,1.8724,1118390.0,498638.0,2.1328,1.7466
2005-02-01,1.8695,1.8519,1.89,1.8285,1348850.0,609822.0,2.0626,1.6881
2005-02-02,1.8549,1.9456,1.9514,1.849,2362455.0,1044002.0,2.0363,1.6676
2005-02-03,1.9573,1.9339,1.9748,1.9192,2461352.0,1062272.0,2.1416,1.7525
2005-02-04,1.9309,1.9719,1.9895,1.9075,2286935.0,982867.0,2.127,1.7408
2005-02-16,1.9836,1.9982,2.0099,1.9602,1674078.0,709634.0,2.1679,1.7759
2005-02-17,1.9895,1.9895,1.9895,1.969,1059530.0,451606.0,2.1972,1.7993
2005-02-18,1.9895,1.969,2.0012,1.969,1351869.0,575280.0,2.1884,1.7905
2005-02-21,1.9602,2.0099,2.0099,1.9543,2277117.0,964525.0,2.165,1.773
2005-02-22,2.007,2.045,2.048,1.9807,4671043.0,1948851.0,2.2118,1.8081
2005-02-23,2.045,2.048,2.0655,2.0216,4852299.0,1999665.0,2.2498,1.8402
2005-02-24,2.1006,2.0801,2.1504,2.0626,7263587.0,2935794.0,2.2528,1.8432
2005-02-25,2.0801,2.0948,2.1123,2.0772,5471493.0,2200922.0,2.2879,1.8724
2005-02-28,2.0889,2.0714,2.0948,2.0626,3203537.0,1296375.0,2.3054,1.8841
2005-03-01,2.0714,2.0977,2.1123,2.0538,2815248.0,1141900.0,2.2791,1.8637
2005-03-02,2.1094,2.0597,2.127,2.0567,3254397.0,1313449.0,2.3084,1.8871
2005-03-03,2.0655,2.086,2.0919,2.048,2287431.0,930727.0,2.2645,1.8549
