,open,close,high,low,total_turnover,volume,limit_up,limit_down
2005-01-07,0.5828,0.5901,0.5974,0.5828,994217.0,1678210.0,0.6449,0.528
2005-01-10,0.5828,0.6065,0.6065,0.5828,1599335.0,2658496.0,0.6485,0.5316
2005-01-11,0.601,0.6047,0.612,0.5919,1582764.0,2629179.0,0.6668,0.5462
2005-01-12,0.6029,0.6047,0.6083,0.5937,1233201.0,2047329.0,0.665,0.5444
2005-01-13,0.6029,0.6029,0.6102,0.5974,917897.0,1512061.0,0.665,0.5444
2005-01-14,0.5974,0.5901,0.6029,0.5864,1730511.0,2897042.0,0.6631,0.5426
2005-01-17,0.5809,0.5755,0.5864,0.5718,1029661.0,1774633.0,0.6485,0.5316
2005-01-18,0.5846,0.5955,0.5955,0.5736,1222777.0,2073039.0,0.6339,0.5188
2005-01-19,0.6065,0.6065,0.6193,0.6029,6962067.0,11336169.0,0.6558,0.5353
2005-01-20,0.5992,0.5992,0.6029,0.5937,1363319.0,2273049.0,0.6668,0.5462
2005-01-21,0.5919,0.6065,0.612,0.5901,1803743.0,2978940.0,0.6595,0.5389
2005-01-24,0.6248,0.6138,0.6321,0.6083,2807433.0,4546360.0,0.6668,0.5462
2005-01-25,0.6138,0.6138,0.6138,0.6138,0.0,0.0,,
2005-01-26,0.6047,0.5955,0.612,0.5955,956598.0,1586255.0,0.6759,0.5517
2005-01-27,0.5937,0.5864,0.5955,0.5846,719264.0,1214004.0,0.6558,0.5353
2005-01-28,0.5864,0.5773,0.5864,0.5755,967998.0,1664219.0,0.6449,0.528
2005-01-31,0.5755,0.5389,0.5755,0.5389,2798090.0,5019246.0,0.6357,0.5188
2005-02-01,0.5298,0.5334,0.5535,0.528,889189.0,1638068.0,0.5937,0.4859
2005-02-02,0.5371,0.5645,0.5645,0.5371,1951152.0,3513472.0,0.5864,0.4805
2005-02-03,0.5663,0.5462,0.5718,0.5444,1678226.0,2995061.0,0.6211,0.5079
2005-02-04,0.5444,0.5572,0.5627,0.5444,1046833.0,1875252.0,0.601,0.4914
2005-02-16,0.5663,0.5627,0.5755,0.5572,1430598.0,2512576.0,0.6138,0.5024
2005-02-17,0.5663,0.5681,0.5681,0.5572,1190931.0,2104513.0,0.6193,0.506
2005-02-18,0.5645,0.5645,0.5681,0.5608,951563.0,1681768.0,0.6248,0.5115
2005-02-21,0.5627,0.5755,0.5755,0.5627,1694622.0,2957218.0,0.6211,0.5079
