,open,close,high,low,total_turnover,volume,limit_up,limit_down
2017-03-06,17.65,17.65,17.65,17.65,164145.0,9300.0,,
2017-03-07,19.42,19.42,19.42,19.42,15536.0,800.0,19.42,15.89
2017-03-08,21.36,21.36,21.36,21.36,52973.0,2480.0,21.36,17.48
2017-03-09,23.5,23.5,23.5,23.5,180715.0,7690.0,23.5,19.22
2017-03-10,25.85,25.85,25.85,25.85,291847.0,11290.0,25.85,21.15
2017-03-13,28.44,28.44,28.44,28.44,470170.0,16532.0,28.44,23.27
2017-03-14,31.28,31.28,31.28,31.28,520624.0,16644.0,31.28,25.6
2017-03-15,34.41,34.41,34.41,34.41,526473.0,15300.0,34.41,28.15
2017-03-16,37.85,37.85,37.85,37.85,669945.0,17700.0,37.85,30.97
2017-03-17,41.64,41.64,41.64,41.64,3832879.0,92048.0,41.64,34.07
2017-03-20,45.8,45.8,45.8,45.8,5116318.0,111710.0,45.8,37.48
2017-03-21,50.38,50.38,50.38,50.38,4629418.0,91890.0,50.38,41.22
2017-03-22,55.42,55.42,55.42,55.42,7086611.0,127871.0,55.42,45.34
2017-03-23,60.96,60.96,60.96,60.96,9853209.0,161634.0,60.96,49.88
2017-03-24,67.06,67.06,67.06,67.0,318597742.0,4750938.0,67.06,54.86
2017-03-27,67.0,73.77,73.77,65.06,1118101565.0,15749284.0,73.77,60.35
2017-03-28,70.78,70.97,73.58,70.0,620793342.0,8662307.0,81.15,66.39
2017-03-29,70.6,64.48,70.6,63.87,554943278.0,8497946.0,78.07,63.87
2017-03-30,61.76,60.37,63.55,59.0,385770856.0,6343184.0,70.93,58.03
2017-03-31,59.47,61.03,61.48,59.08,297861738.0,4948409.0,66.41,54.33
2017-04-05,59.2,60.45,60.65,55.08,216149838.0,3657396.0,67.13,54.93
2017-04-06,60.4,60.55,63.49,59.21,227610906.0,3678748.0,66.5,54.41
2017-04-07,59.9,60.93,61.39,58.3,212404855.0,3557144.0,66.61,54.5
2017-04-10,60.04,56.8,60.93,56.5,182195303.0,3113717.0,67.02,54.84
2017-04-11,56.8,56.82,58.0,52.14,207233931.0,3737877.0,62.48,51.12
2017-04-12,55.93,54.9,55.93,53.3,119362946.0,2184866.0,62.5,51.14
2017-04-13,54.25,55.3,55.97,54.25,84654486.0,1537007.0,60.39,49.41
2017-04-14,55.2,54.33,55.33,53.66,74533825.0,1369503.0,60.83,49.77
2017-04-17,53.4,53.27,54.0,50.64,97118932.0,1836977.0,59.76,48.9
2017-04-18,53.64,53.4,54.18,51.87,93411733.0,1764988.0,58.6,47.94
2017-04-19,53.5,54.84,55.46,52.6,84077049.0,1557337.0,58.74,48.06
2017-04-20,54.46,56.13,56.9,54.18,103113572.0,1862698.0,60.32,49.36
