,open,close,high,low,total_turnover,volume,limit_up,limit_down
2005-01-07,0.9887,1.0075,1.0306,0.9866,12036958.36,11717275.0,1.0892,0.8923
2005-01-10,1.0117,1.0201,1.0243,1.0075,7252863.15,7057402.0,1.1081,0.907
2005-01-11,1.0222,1.0138,1.0264,1.0054,4737965.61,4618209.0,1.1228,0.9175
2005-01-12,1.0159,1.0096,1.0159,0.9992,2631780.57,2589413.0,1.1144,0.9133
2005-01-13,1.0013,1.0201,1.0243,1.0013,7037904.15,6843953.0,1.1102,0.9091
2005-01-14,1.0222,0.9992,1.0264,0.9992,4610938.9,4501554.0,1.1228,0.9175
2005-01-17,0.995,0.9803,0.995,0.9698,4835556.13,4865615.0,1.0997,0.8986
2005-01-18,0.9803,0.9971,0.9992,0.9782,2786131.2,2792351.0,1.0788,0.8819
2005-01-19,0.9971,0.995,0.9992,0.974,3456361.0,3463714.0,1.0976,0.8965
2005-01-20,0.9866,0.9803,0.9908,0.9677,3959927.28,4001452.0,1.0955,0.8965
2005-01-21,0.9761,1.0096,1.0138,0.9677,7565938.02,7511951.0,1.0788,0.8819
2005-01-24,1.0264,1.0306,1.0432,1.0117,13909310.04,13363184.0,1.1102,0.9091
2005-01-25,1.0243,1.0264,1.0285,1.0034,7552213.77,7338308.0,1.1332,0.9279
2005-01-26,1.0201,1.0411,1.0473,1.0201,15002571.01,14273080.0,1.129,0.9238
2005-01-27,1.0452,1.0599,1.0746,1.0432,35365999.34,32848784.0,1.1458,0.9363
2005-01-28,1.0578,1.0306,1.0641,1.018,16025449.33,15282494.0,1.1667,0.9531
2005-01-31,1.0222,1.0327,1.039,1.0075,10334743.1,9961532.0,1.1332,0.9279
2005-02-01,1.0348,0.9887,1.039,0.9866,10921019.23,10669496.0,1.1353,0.93
2005-02-02,0.9887,1.0557,1.062,0.9866,16020622.28,15391498.0,1.0871,0.8902
2005-02-03,1.0557,1.0725,1.106,1.0306,45051160.79,41212902.0,1.1605,0.951
2005-02-04,1.0683,1.083,1.0913,1.0578,38948643.38,35721260.0,1.1793,0.9656
2005-02-16,1.085,1.0725,1.0976,1.0704,19524027.32,17815782.0,1.1919,0.974
2005-02-17,1.0725,1.0871,1.0934,1.0683,12838537.33,11717063.0,1.1793,0.9656
2005-02-18,1.0892,1.0557,1.0913,1.0515,12385901.5,11475991.0,1.1961,0.9782
2005-02-21,1.0557,1.0725,1.0809,1.0557,9328539.74,8617518.0,1.1605,0.951
2005-02-22,1.0725,1.0955,1.106,1.0662,22934925.56,20804860.0,1.1793,0.9656
2005-02-23,1.0997,1.0892,1.0997,1.0746,19027960.69,17287102.0,1.2044,0.9866
2005-02-24,1.0809,1.0892,1.0955,1.0683,15646988.17,14349344.0,1.1982,0.9803
2005-02-25,1.0997,1.083,1.1102,1.083,21454358.59,19320537.0,1.1982,0.9803
2005-02-28,1.083,1.0746,1.0892,1.062,11444284.83,10520234.0,1.1919,0.974
2005-03-01,1.0746,1.0788,1.083,1.062,8979738.08,8273331.0,1.1814,0.9677
2005-03-02,1.0683,1.0473,1.0809,1.0473,11598394.5,10773667.0,1.1877,0.9719
2005-03-03,1.0432,1.0557,1.0599,1.039,8055033.08,7604144.0,1.1521,0.9426
2005-03-04,1.0578,1.0704,1.083,1.0473,12612008.04,11640535.0,1.1605,0.951
2005-03-07,1.083,1.0746,1.085,1.0557,9970787.18,9234303.0,1.1772,0.9636
2005-03-08,1.0788,1.0955,1.0955,1.0725,21242094.04,19387220.0,1.1814,0.9677
2005-03-09,1.0955,1.0767,1.0955,1.0746,11231563.85,10255568.0,1.2044,0.9866
2005-03-10,1.0788,1.0411,1.0788,1.039,13456751.2,12607798.0,1.1835,0.9698
2005-03-11,1.0411,1.0327,1.0473,1.0264,8272161.54,7908804.0,1.1458,0.9363
2005-03-14,1.0327,1.0327,1.0327,1.0327,0.0,0.0,,
2005-03-15,1.0327,0.9908,1.0473,0.9908,16011638.05,15805874.0,1.1353,0.93
2005-03-16,0.9908,0.9992,0.9992,0.9803,6976347.94,6961580.0,1.0892,0.8923
2005-03-17,0.9866,0.9091,0.9887,0.8986,23378658.57,24649952.0,1.0997,0.8986
2005-03-18,0.9028,0.8965,0.9175,0.884,12095199.23,13377782.0,0.9992,0.819
2005-03-21,0.8965,0.8923,0.9028,0.884,5732487.91,6348145.0,0.9866,0.8065
2005-03-22,0.8923,0.8463,0.8986,0.8337,10910156.71,12626874.0,0.9824,0.8023
2005-03-23,0.8463,0.8525,0.863,0.8358,6388948.76,7431444.0,0.93,0.7625
2005-03-24,0.8483,0.8714,0.8735,0.8442,5839973.23,6708859.0,0.9384,0.7667
2005-03-25,0.8714,0.8525,0.8777,0.8525,3973133.35,4544267.0,0.9594,0.7834
2005-03-28,0.8483,0.8316,0.8525,0.8127,6549238.54,7800715.0,0.9384,0.7667
2005-03-29,0.8295,0.8316,0.8463,0.8232,3317668.11,3919359.0,0.9154,0.7478
2005-03-30,0.8295,0.8379,0.863,0.796,9721816.7,11574295.0,0.9154,0.7478
2005-03-31,0.8337,0.8421,0.8463,0.8127,5219710.68,6178721.0,0.9217,0.7541
2005-04-01,0.8442,0.8609,0.8735,0.8169,10161051.73,11847291.0,0.9259,0.7583
2005-04-04,0.8525,0.8463,0.8609,0.84,6186562.61,7200250.0,0.9468,0.775
2005-04-05,0.8463,0.8274,0.8567,0.8253,3892202.36,4581958.0,0.93,0.7625
2005-04-06,0.8274,0.8358,0.8463,0.8106,6109989.78,7314356.0,0.9112,0.7457
2005-04-07,0.8379,0.8525,0.8693,0.8295,11926558.9,13807954.0,0.9196,0.752
2005-04-08,0.8588,0.8651,0.8672,0.84,9177755.57,10605710.0,0.9384,0.7667
2005-04-11,0.907,0.8902,0.9259,0.8861,28776088.29,31464596.0,0.951,0.7792
2005-04-12,0.8881,0.8693,0.8881,0.8651,8995488.67,10171540.0,0.9803,0.8023
2005-04-13,0.8798,0.8986,0.9028,0.8714,12691207.7,14080606.0,0.9573,0.7834
2005-04-14,0.9007,0.8693,0.9007,0.8672,7164702.15,8049943.0,0.9887,0.8085
2005-04-15,0.8672,0.8379,0.8693,0.8379,7065670.49,8259248.0,0.9573,0.7834
2005-04-18,0.8379,0.8274,0.8379,0.8148,4333707.7,5202189.0,0.9217,0.7541
2005-04-19,0.8211,0.8442,0.8483,0.8211,3100684.9,3673265.0,0.9112,0.7457
2005-04-20,0.8379,0.8274,0.84,0.8211,3037143.83,3620754.0,0.9279,0.7604
2005-04-21,0.8232,0.8106,0.8337,0.8065,4712491.75,5732403.0,0.9112,0.7457
2005-04-22,0.8106,0.7583,0.819,0.7331,9754122.56,12587829.0,0.8923,0.729
2005-04-25,0.7541,0.7604,0.7625,0.7352,4220024.98,5605941.0,0.8337,0.6829
2005-04-26,0.7562,0.7729,0.7813,0.7457,3658829.1,4716273.0,0.8358,0.685
