,open,close,high,low,total_turnover,volume,limit_up,limit_down
2005-01-07,1.4857,1.5113,1.5215,1.4653,870493.49,562400.0,1.6389,1.3428
2005-01-10,1.5061,1.5164,1.5266,1.4806,570602.76,367804.0,1.6644,1.3581
2005-01-11,1.5164,1.5368,1.5521,1.4908,1374875.96,874838.0,1.6695,1.3632
2005-01-12,1.5317,1.5419,1.547,1.5164,1445445.97,917620.0,1.6899,1.3836
2005-01-13,1.5215,1.5215,1.5317,1.4959,1771849.22,1133057.0,1.6951,1.3887
2005-01-14,1.5164,1.5061,1.5317,1.4908,702161.82,451250.0,1.6746,1.3683
2005-01-17,1.4806,1.4551,1.4806,1.4398,887339.02,591839.0,1.6593,1.3581
2005-01-18,1.4551,1.6032,1.6032,1.4551,5258037.63,3279620.0,1.6032,1.3121
2005-01-19,1.6951,1.7614,1.7614,1.6797,33606986.92,18761723.0,1.7614,1.4449
2005-01-20,1.7614,1.8278,1.8431,1.7206,35909996.76,19456952.0,1.9401,1.5878
2005-01-21,1.8176,1.8023,1.8278,1.7461,18948143.93,10265206.0,2.0116,1.644
2005-01-24,1.8176,1.8329,1.8789,1.7716,20019610.84,10660759.0,1.981,1.6236
2005-01-25,1.8125,1.7972,1.8125,1.7614,10162974.52,5516637.0,2.0167,1.6491
2005-01-26,1.7819,1.8329,1.8584,1.7461,18762186.36,10071700.0,1.9759,1.6185
2005-01-27,1.8227,1.8125,1.8329,1.7716,12469987.27,6708786.0,2.0167,1.6491
2005-01-28,1.7512,1.6338,1.7512,1.6338,3625920.0,2114130.0,1.9963,1.6338
2005-01-31,1.4704,1.4704,1.5215,1.4704,17129205.3,11271967.0,1.7972,1.4704
2005-02-01,1.4704,1.4142,1.5725,1.404,15676024.04,10183749.0,1.6185,1.3223
2005-02-02,1.3938,1.4857,1.4908,1.2764,15821510.18,10998310.0,1.5572,1.2713
2005-02-03,1.4449,1.3938,1.4755,1.3887,13962474.62,9519399.0,1.6338,1.3377
2005-02-04,1.404,1.3734,1.4194,1.3581,6659128.84,4664099.0,1.5317,1.256
2005-02-16,1.3785,1.4347,1.4806,1.3785,7994830.07,5393279.0,1.5113,1.2356
2005-02-17,1.4347,1.4806,1.5113,1.3887,10152144.25,6697422.0,1.5776,1.2917
2005-02-18,1.4704,1.5164,1.5674,1.45,13498294.8,8602197.0,1.6287,1.3326
2005-02-21,1.5368,1.5623,1.5674,1.4959,13595042.84,8608653.0,1.6695,1.3632
2005-02-22,1.5521,1.5674,1.6032,1.5113,12764008.84,7969164.0,1.7206,1.404
2005-02-23,1.5674,1.5419,1.5827,1.5368,8858348.86,5526697.0,1.7257,1.4091
2005-02-24,1.5521,1.6134,1.6236,1.5419,12021278.46,7385422.0,1.6951,1.3887
2005-02-25,1.6032,1.5623,1.6134,1.5623,8445682.22,5178963.0,1.7767,1.45
2005-02-28,1.5623,1.5419,1.5725,1.5317,4723571.12,2959041.0,1.7206,1.404
2005-03-01,1.5317,1.5521,1.5572,1.5164,3848577.79,2425090.0,1.6951,1.3887
2005-03-02,1.5419,1.5061,1.5725,1.4908,4008711.58,2532257.0,1.7053,1.3989
2005-03-03,1.5061,1.5164,1.5215,1.4908,2631590.24,1694777.0,1.6593,1.3581
2005-03-04,1.5419,1.5521,1.6134,1.5368,7001975.05,4337291.0,1.6695,1.3632
2005-03-07,1.5521,1.5419,1.5623,1.5215,2647109.88,1673795.0,1.7053,1.3989
2005-03-08,1.547,1.5623,1.5674,1.5266,3565687.58,2241173.0,1.6951,1.3887
